document_id,title,revision,status,document_class,path,active_state,owner,depends_on
UDQ-GOV-STD-003,Active Archive and Package Structure Standard,r2,WIP,governance_standard,docs/active/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r2__WIP.md,active,UniversalDAQ,UDQ-IMP-MAP-001 | UDQ-IMP-SPEC-002 | UDQ-GOV-SPEC-006
UDQ-GOV-STD-003,Active Archive and Package Structure Standard,r0,WIP,governance_standard,docs/archive/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-STD-002 | UDQ-REL-SPEC-001
UDQ-GOV-STD-003,Active Archive and Package Structure Standard,r1,WIP,governance_standard,docs/archive/UDQ-GOV-STD-003__Active_Archive_and_Package_Structure_Standard__r1__WIP.md,archive,UniversalDAQ,UDQ-IMP-MAP-001 | UDQ-GOV-SPEC-006
UDQ-GOV-TPL-001,Sprint Documentation Impact Checklist,r2,WIP,governance_template,docs/active/UDQ-GOV-TPL-001__Sprint_Documentation_Impact_Checklist__r2__WIP.md,active,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-GOV-REG-003 | UDQ-GOV-TPL-002 | UDQ-GOV-WI-001
UDQ-GOV-TPL-001,Sprint Documentation Impact Checklist,r0,WIP,governance_template,docs/archive/UDQ-GOV-TPL-001__Sprint_Documentation_Impact_Checklist__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-GOV-SPEC-004 | UDQ-REQ-MAT-001
UDQ-GOV-TPL-001,Sprint Documentation Impact Checklist,r1,WIP,governance_template,docs/archive/UDQ-GOV-TPL-001__Sprint_Documentation_Impact_Checklist__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-GOV-REG-003
UDQ-GOV-TPL-002,Documentation Review and Outcome Ledger Template,r0,WIP,governance_template,docs/active/UDQ-GOV-TPL-002__Documentation_Review_and_Outcome_Ledger_Template__r0__WIP.md,active,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-GOV-WI-001 | UDQ-GOV-REG-003
UDQ-GOV-WI-001,Step-by-Step Document Reconciliation and Logging Work Instruction,r0,WIP,governance_work_instruction,docs/active/UDQ-GOV-WI-001__Step_by_Step_Document_Reconciliation_and_Logging_Work_Instruction__r0__WIP.md,active,UniversalDAQ,UDQ-GOV-SOP-001 | UDQ-GOV-TPL-001 | UDQ-GOV-TPL-002 | UDQ-GOV-REG-003 | UDQ-GOV-POL-002
UDQ-HIS-SPEC-001,"Historian, Events, and Evidence Specification",r3,WIP,subsystem_spec,docs/active/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r3__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-HIS-SPEC-001,"Historian, Events, and Evidence Specification",r1,WIP,subsystem_spec,docs/archive/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-SEQ-SPEC-001
UDQ-HIS-SPEC-001,"Historian, Events, and Evidence Specification",r2,WIP,subsystem_spec,docs/archive/UDQ-HIS-SPEC-001__Historian_Events_and_Evidence_Specification__r2__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-IMP-GUIDE-001,Python Typing and Modeling Policy,r0,WIP,implementation_guide,docs/active/UDQ-IMP-GUIDE-001__Python_Typing_and_Modeling_Policy__r0__WIP.md,active,UniversalDAQ,UDQ-IMP-PLAN-001 | UDQ-REQ-MAT-001
UDQ-IMP-MAP-001,Frozen Package Structure and Module Boundary Standard,r3,WIP,implementation_map,docs/active/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r3__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-003 | UDQ-GOV-SPEC-003 | UDQ-GOV-SPEC-004 | UDQ-IMP-SPEC-002
UDQ-IMP-MAP-001,Proposed Code Architecture and Module Boundary Map,r0,WIP,implementation_map,docs/archive/UDQ-IMP-MAP-001__Proposed_Code_Architecture_and_Module_Boundary_Map__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-MAP-001 | UDQ-GOV-STD-002 | UDQ-ARCH-NAR-002
UDQ-IMP-MAP-001,Frozen Package Structure and Module Boundary Standard,r1,WIP,implementation_map,docs/archive/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-003 | UDQ-GOV-STD-002 | UDQ-ARCH-NAR-002
UDQ-IMP-MAP-001,Frozen Package Structure and Module Boundary Standard,r2,WIP,implementation_map,docs/archive/UDQ-IMP-MAP-001__Frozen_Package_Structure_and_Module_Boundary_Standard__r2__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-003 | UDQ-GOV-SPEC-003 | UDQ-GOV-SPEC-004
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r7,WIP,implementation_plan,docs/active/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r7__WIP.md,active,UniversalDAQ,UDQ-IMP-GUIDE-001 | UDQ-IMP-MAP-001 | UDQ-GAP-RPT-001 | UDQ-GOV-SOP-001 | UDQ-GOV-REG-003
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r0,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-002 | UDQ-GOV-SOP-001 | UDQ-REQ-MAT-001 | UDQ-IMP-MAP-001
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r1,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-003 | UDQ-IMP-MAP-001 | UDQ-REQ-MAT-001 | UDQ-GOV-RPT-002
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r2,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r2__WIP.md,archive,UniversalDAQ,UDQ-GOV-SPEC-003 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-REQ-MAT-001
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r3,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r3__WIP.md,archive,UniversalDAQ,UDQ-REQ-MAT-001 | UDQ-IMP-MAP-001 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r4,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r4__WIP.md,archive,UniversalDAQ,UDQ-REQ-MAT-001 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-IMP-MAP-001 | UDQ-IMP-SPEC-002
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r5,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r5__WIP.md,archive,UniversalDAQ,UDQ-REQ-MAT-001 | UDQ-GOV-SOP-001 | UDQ-GOV-TPL-001 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-IMP-MAP-001 | UDQ-IMP-SPEC-002 | UDQ-GOV-POL-002
UDQ-IMP-PLAN-001,Implementation Transition and Handoff Plan,r6,WIP,implementation_plan,docs/archive/UDQ-IMP-PLAN-001__Implementation_Transition_and_Handoff_Plan__r6__WIP.md,archive,UniversalDAQ,UDQ-IMP-GUIDE-001 | UDQ-IMP-MAP-001 | UDQ-GAP-RPT-001 | UDQ-GOV-SOP-001 | UDQ-GOV-REG-003
UDQ-IMP-SPEC-002,Pre-Code Scaffolding and Verification Structure Specification,r0,WIP,implementation_spec,docs/active/UDQ-IMP-SPEC-002__Pre_Code_Scaffolding_and_Verification_Structure_Specification__r0__WIP.md,active,UniversalDAQ,UDQ-IMP-MAP-001 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-REQ-MAT-001
UDQ-LIFECYCLE-SPEC-001,"Device, Point, Signal, Variable, Logic Lifecycle and Reconciliation Specification",r0,WIP,lifecycle_spec,docs/active/UDQ-LIFECYCLE-SPEC-001__Device_Point_Signal_Variable_Logic_Lifecycle_and_Reconciliation_Specification__r0__WIP.md,active,UniversalDAQ,UDQ-DEV-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-PROF-SPEC-001 | UDQ-UI-DEVFLOW-001 | UDQ-GOV-STD-001
UDQ-LOG-SPEC-001,"Rules, Conditions, and Actions Specification",r2,WIP,subsystem_spec,docs/active/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r2__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-LOG-001 | UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-INV-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-OUT-SPEC-001
UDQ-LOG-SPEC-001,"Rules, Conditions, and Actions Specification",r1,WIP,subsystem_spec,docs/archive/UDQ-LOG-SPEC-001__Rules_Conditions_and_Actions_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-LOG-001 | UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-INV-001
UDQ-OUT-SPEC-001,"Outputs, Command Arbitration, and Safe-State Specification",r2,WIP,subsystem_spec,docs/active/UDQ-OUT-SPEC-001__Outputs_Command_Arbitration_and_Safe_State_Specification__r2__WIP.md,active,UniversalDAQ,UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-SEC-SPEC-001
UDQ-OUT-SPEC-001,"Outputs, Command Arbitration, and Safe-State Specification",r1,WIP,subsystem_spec,docs/archive/UDQ-OUT-SPEC-001__Outputs_Command_Arbitration_and_Safe_State_Specification__r1__WIP.md,archive,UniversalDAQ,
UDQ-PERF-SPEC-001,"Runtime Performance, Responsiveness, and Scalability Doctrine",r2,WIP,performance_spec,docs/active/UDQ-PERF-SPEC-001__Runtime_Performance_Responsiveness_and_Scalability_Doctrine__r2__WIP.md,active,UniversalDAQ,UDQ-DEV-SPEC-001 | UDQ-LIFECYCLE-SPEC-001 | UDQ-HIS-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-GOV-SPEC-005 | UDQ-UI-SPEC-004
UDQ-PROF-SPEC-001,"Profiles, Persistence, Autosave, and Restore Specification",r4,WIP,subsystem_spec,docs/active/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r4__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-REL-SPEC-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-NAR-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-PROF-SPEC-001,"Profiles, Persistence, Autosave, and Restore Specification",r0,WIP,unspecified,docs/archive/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-REL-SPEC-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-NAR-001
UDQ-PROF-SPEC-001,"Profiles, Persistence, Autosave, and Restore Specification",r1,WIP,subsystem_spec,docs/archive/UDQ-PROF-SPEC-001__Profiles_Persistence_Autosave_and_Restore_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-REL-SPEC-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-NAR-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-PROOF-TPL-001,Implementation Proof Bundle Template,r0,WIP,unspecified,docs/active/UDQ-PROOF-TPL-001__Implementation_Proof_Bundle_Template__r0__WIP.md,active,UniversalDAQ,UDQ-QUAL-SPEC-002 | UDQ-REQ-MAT-001 | UDQ-SCM-STD-001 | UDQ-GOV-SPEC-002
UDQ-PROT-SPEC-001,Modbus Integration Specification,r1,WIP,subsystem_spec,docs/active/UDQ-PROT-SPEC-001__Modbus_Integration_Specification__r1__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-LOG-SPEC-001 | UDQ-OUT-SPEC-001
UDQ-QUAL-DEF-001,Definition of Complete by Subsystem,r2,WIP,unspecified,docs/active/UDQ-QUAL-DEF-001__Definition_of_Complete_by_Subsystem__r2__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-GOV-STD-001 | UDQ-REQ-MAT-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-UI-NAR-001
UDQ-QUAL-SPEC-002,Implementation Proof Model,r2,WIP,quality_spec,docs/active/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r2__WIP.md,active,UniversalDAQ,UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-EXM-SPEC-001
UDQ-QUAL-SPEC-002,Implementation Proof Model,r0,WIP,unspecified,docs/archive/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r0__WIP.md,archive,UniversalDAQ,UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-GOV-SPEC-002 | UDQ-HIS-SPEC-001
UDQ-QUAL-SPEC-002,Implementation Proof Model,r1,WIP,quality_spec,docs/archive/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-EXM-SPEC-001
UDQ-REL-SPEC-001,Release Package Composition and Baseline Specification,r0,WIP,unspecified,docs/active/UDQ-REL-SPEC-001__Release_Package_Composition_and_Baseline_Specification__r0__WIP.md,active,UniversalDAQ,UDQ-SCM-STD-001 | UDQ-AUD-SPEC-001 | UDQ-GOV-LOG-001 | UDQ-GOV-SPEC-002
UDQ-REL-TPL-001,Release Manifest Template,r1,WIP,release_template,docs/active/UDQ-REL-TPL-001__Release_Manifest_Template__r1__WIP.md,active,UniversalDAQ,UDQ-REL-SPEC-001 | UDQ-SCM-STD-001 | UDQ-GOV-SPEC-002
UDQ-REL-TPL-002,Release Notes and Update Summary Template,r0,WIP,unspecified,docs/active/UDQ-REL-TPL-002__Release_Notes_and_Update_Summary_Template__r0__WIP.md,active,UniversalDAQ,UDQ-REL-SPEC-001 | UDQ-SCM-STD-001 | UDQ-QUAL-SPEC-002
UDQ-REM-SPEC-001,Remote Observation and Supervision Specification,r2,WIP,subsystem_spec,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-HIS-SPEC-001 | UDQ-LOG-SPEC-001 | UDQ-PROT-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-SEC-SPEC-001
UDQ-REM-SPEC-001,Remote Observation and Supervision Specification,r1,WIP,subsystem_spec,docs/archive/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-HIS-SPEC-001 | UDQ-LOG-SPEC-001 | UDQ-PROT-SPEC-001 | UDQ-SEQ-SPEC-001
UDQ-REQ-ADD-001,Variables and Multi-Instance Device Requirements Addendum,r0,WIP,requirement_addendum,docs/active/UDQ-REQ-ADD-001__Variables_and_Multi_Instance_Device_Requirements_Addendum__r0__WIP.md,active,UniversalDAQ,UDQ-LIFECYCLE-SPEC-001 | UDQ-REQ-MAT-001 | UDQ-DEV-SPEC-001
UDQ-REQ-MAT-001,Requirements Traceability Matrix,r10,WIP,requirement_matrix,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r10__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-GOV-SPEC-004
UDQ-REQ-MAT-001,Requirements Traceability Matrix,r4,WIP,requirement-matrix,docs/archive/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r4__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-PROT-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-HIS-SPEC-001 | UDQ-REM-SPEC-001 | UDQ-EVT-SPEC-001 | UDQ-DIAG-SPEC-001 | UDQ-PROF-SPEC-001 | UDQ-DEV-SPEC-001 | UDQ-EXP-SPEC-001 | UDQ-SEC-SPEC-001 | UDQ-UI-SPEC-000 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-002 | UDQ-UI-SPEC-003 | UDQ-UI-SPEC-004 | UDQ-UI-SPEC-005 | UDQ-QUAL-SPEC-002 | UDQ-AUD-SPEC-001 | UDQ-AUD-SPEC-002 | UDQ-SCM-STD-001 | UDQ-REL-SPEC-001
UDQ-REQ-MAT-001,Requirements Traceability Matrix,r5,WIP,requirement-matrix,docs/archive/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r5__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-PROT-SPEC-001 | UDQ-SEQ-SPEC-001 | UDQ-HIS-SPEC-001 | UDQ-REM-SPEC-001 | UDQ-EVT-SPEC-001 | UDQ-DIAG-SPEC-001 | UDQ-PROF-SPEC-001 | UDQ-DEV-SPEC-001 | UDQ-EXP-SPEC-001 | UDQ-SEC-SPEC-001 | UDQ-UI-SPEC-000 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-002 | UDQ-UI-SPEC-003 | UDQ-UI-SPEC-004 | UDQ-UI-SPEC-005 | UDQ-QUAL-SPEC-002 | UDQ-AUD-SPEC-001 | UDQ-AUD-SPEC-002 | UDQ-SCM-STD-001 | UDQ-REL-SPEC-001 | UDQ-GOV-STD-002 | UDQ-GOV-REG-001 | UDQ-GOV-REG-002 | UDQ-GOV-SOP-001 | UDQ-IMP-PLAN-001 | UDQ-IMP-MAP-001
UDQ-REQ-MAT-001,Requirements Traceability Matrix,r6,WIP,requirement_matrix,docs/archive/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md,archive,UniversalDAQ,UDQ-GOV-GLO-001 | UDQ-GOV-STD-002 | UDQ-GOV-STD-003 | UDQ-GOV-RPT-002 | UDQ-IMP-PLAN-001
UDQ-REQ-MAT-001,Requirements Traceability Matrix,r7,WIP,requirement_matrix,docs/archive/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r7__WIP.md,archive,UniversalDAQ,UDQ-GOV-SPEC-003 | UDQ-GOV-SPEC-004 | UDQ-GOV-SPEC-005 | UDQ-GOV-SPEC-006
UDQ-SCHEMA-POLICY-001,Governance Schema Conventions,r0,WIP,schema_policy,docs/active/UDQ-SCHEMA-POLICY-001__Governance_Schema_Conventions__r0__WIP.md,active,UniversalDAQ,UDQ-GOV-SPEC-002 | UDQ-GOV-POL-002
UDQ-SCM-STD-001,Code and Package Version Control Scheme,r0,WIP,unspecified,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-SPEC-002 | UDQ-QUAL-SPEC-002 | UDQ-AUD-SPEC-001
UDQ-SEC-BASELINE-001,Security and Trust Boundary Baseline,r0,WIP,security_baseline,docs/active/UDQ-SEC-BASELINE-001__Security_and_Trust_Boundary_Baseline__r0__WIP.md,active,UniversalDAQ,UDQ-SEC-SPEC-001 | UDQ-GOV-STD-001
UDQ-SEC-SPEC-001,"Roles, Permissions, and Command Authorization Specification",r1,WIP,subsystem_spec,docs/active/UDQ-SEC-SPEC-001__Roles_Permissions_and_Command_Authorization_Specification__r1__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-HIS-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-REM-SPEC-001 | UDQ-UI-MOD-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-SEC-SPEC-001,"Roles, Permissions, and Command Authorization Specification",r0,WIP,unspecified,docs/archive/UDQ-SEC-SPEC-001__Roles_Permissions_and_Command_Authorization_Specification__r0__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-HIS-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-REM-SPEC-001 | UDQ-UI-MOD-001
UDQ-SEQ-SPEC-001,Sequences and Workflows Specification,r2,WIP,subsystem_spec,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-PROT-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-SEQ-SPEC-001,Sequences and Workflows Specification,r1,WIP,subsystem_spec,docs/archive/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001 | UDQ-SIG-SPEC-001 | UDQ-OUT-SPEC-001 | UDQ-PROT-SPEC-001
UDQ-SIG-SPEC-001,Signals and Derived Signals Specification,r3,WIP,subsystem_spec,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r3__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001 | UDQ-GOV-GLO-001 | UDQ-GOV-STD-002
UDQ-SIG-SPEC-001,Signals and Derived Signals Specification,r1,WIP,subsystem_spec,docs/archive/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r1__WIP.md,archive,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-LOG-SPEC-001
UDQ-UI-ARCH-001,UI Functional Architecture,r3,WIP,ui_architecture,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r3__WIP.md,active,UniversalDAQ,UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-UI-NAR-001 | UDQ-UI-MOD-001 | UDQ-UI-SPEC-000 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-006
UDQ-UI-DEVFLOW-001,Device Discovery Onboarding and Known Device UX,r1,WIP,ui-detail-spec,docs/active/UDQ-UI-DEVFLOW-001__Device_Discovery_Onboarding_and_Known_Device_UX__r1__WIP.md,active,UniversalDAQ,UDQ-DEV-SPEC-001 | UDQ-UI-ARCH-001 | UDQ-UI-SPEC-001 | UDQ-UI-SPEC-006
UDQ-UI-INV-001,Genesys Feature Inventory and Preservation Map,r3,WIP,ui_inventory,docs/active/UDQ-UI-INV-001__Genesys_Feature_Inventory_and_Preservation_Map__r3__WIP.md,active,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-SPEC-004 | UDQ-UI-SPEC-006
UDQ-UI-MOD-001,UI State and Interaction Model,r4,WIP,ui_interaction_model,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r4__WIP.md,active,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-SPEC-004 | UDQ-UI-SPEC-006
UDQ-UI-MOD-001,UI State and Interaction Model,r1,WIP,ui_state_model,docs/archive/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r1__WIP.md,archive,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-LOG-001 | UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-INV-001 | UDQ-UI-NAR-001 | UDQ-UI-ARCH-001
UDQ-UI-NAR-001,UI Controls Philosophy and HMI Doctrine,r2,WIP,ui_doctrine,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r2__WIP.md,active,UniversalDAQ,UDQ-GOV-STD-001 | UDQ-GOV-LOG-001 | UDQ-ARCH-NAR-001 | UDQ-ARCH-NAR-002 | UDQ-REQ-MAT-001 | UDQ-QUAL-DEF-001 | UDQ-UI-INV-001 | UDQ-UI-ARCH-001 | UDQ-UI-SPEC-006
UDQ-UI-SPEC-000,UI Navigation and Shell Behavior Specification,r3,WIP,ui-detail-spec,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r3__WIP.md,active,UniversalDAQ,UDQ-UI-NAR-001 | UDQ-UI-ARCH-001 | UDQ-UI-MOD-001 | UDQ-PROF-SPEC-001
