source_document_id,edge_type,target_document_id,source_path
UDQ-QUAL-SPEC-002,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r0__WIP.md
UDQ-QUAL-SPEC-002,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r0__WIP.md
UDQ-QUAL-SPEC-002,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-QUAL-SPEC-002__Implementation_Proof_Model__r0__WIP.md
UDQ-REL-SPEC-001,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-REL-SPEC-001__Release_Package_Composition_and_Baseline_Specification__r0__WIP.md
UDQ-REL-SPEC-001,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-REL-SPEC-001__Release_Package_Composition_and_Baseline_Specification__r0__WIP.md
UDQ-REL-SPEC-001,depends_on,UDQ-GOV-LOG-001,docs/active/UDQ-REL-SPEC-001__Release_Package_Composition_and_Baseline_Specification__r0__WIP.md
UDQ-REL-SPEC-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-REL-SPEC-001__Release_Package_Composition_and_Baseline_Specification__r0__WIP.md
UDQ-REL-TPL-001,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-REL-TPL-001__Release_Manifest_Template__r1__WIP.md
UDQ-REL-TPL-001,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-REL-TPL-001__Release_Manifest_Template__r1__WIP.md
UDQ-REL-TPL-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-REL-TPL-001__Release_Manifest_Template__r1__WIP.md
UDQ-REL-TPL-002,depends_on,UDQ-REL-SPEC-001,docs/active/UDQ-REL-TPL-002__Release_Notes_and_Update_Summary_Template__r0__WIP.md
UDQ-REL-TPL-002,depends_on,UDQ-SCM-STD-001,docs/active/UDQ-REL-TPL-002__Release_Notes_and_Update_Summary_Template__r0__WIP.md
UDQ-REL-TPL-002,depends_on,UDQ-QUAL-SPEC-002,docs/active/UDQ-REL-TPL-002__Release_Notes_and_Update_Summary_Template__r0__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-PROT-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-SEQ-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REM-SPEC-001,depends_on,UDQ-SEC-SPEC-001,docs/active/UDQ-REM-SPEC-001__Remote_Observation_and_Supervision_Specification__r2__WIP.md
UDQ-REQ-MAT-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md
UDQ-REQ-MAT-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md
UDQ-REQ-MAT-001,depends_on,UDQ-GOV-STD-003,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md
UDQ-REQ-MAT-001,depends_on,UDQ-GOV-RPT-002,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md
UDQ-REQ-MAT-001,depends_on,UDQ-IMP-PLAN-001,docs/active/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r6__WIP.md
UDQ-SCM-STD-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md
UDQ-SCM-STD-001,depends_on,UDQ-GOV-SPEC-002,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md
UDQ-SCM-STD-001,depends_on,UDQ-QUAL-SPEC-002,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md
UDQ-SCM-STD-001,depends_on,UDQ-AUD-SPEC-001,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md
UDQ-SEC-SPEC-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-REM-SPEC-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEC-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ_SEC_SPEC_001_auth.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-PROT-SPEC-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SEQ-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-SIG-SPEC-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-UI-INV-001,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-ARCH-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-GOV-LOG-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-UI-INV-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-MOD-001,depends_on,UDQ-PROF-SPEC-001,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-GOV-STD-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-GOV-LOG-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-ARCH-NAR-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-ARCH-NAR-002,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-REQ-MAT-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-QUAL-DEF-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-UI-INV-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-NAR-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md
UDQ-UI-SPEC-000,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md
UDQ-UI-SPEC-000,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md
UDQ-UI-SPEC-000,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md
UDQ-UI-SPEC-000,depends_on,UDQ-PROF-SPEC-001,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-UI-ARCH-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-UI-SPEC-000,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-DEV-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-SEQ-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-DIAG-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-001,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md
UDQ-UI-SPEC-002,depends_on,UDQ-UI-NAR-001,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md
UDQ-UI-SPEC-002,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md
UDQ-UI-SPEC-002,depends_on,UDQ-EVT-SPEC-001,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md
UDQ-UI-SPEC-002,depends_on,UDQ-DIAG-SPEC-001,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md
UDQ-UI-SPEC-002,depends_on,UDQ-SEC-SPEC-001,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md
UDQ-UI-SPEC-003,depends_on,UDQ-LOG-SPEC-001,docs/active/UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md
UDQ-UI-SPEC-003,depends_on,UDQ-SIG-SPEC-001,docs/active/UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md
UDQ-UI-SPEC-003,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md
UDQ-UI-SPEC-003,depends_on,UDQ-UI-SPEC-001,docs/active/UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-HIS-SPEC-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-EVT-SPEC-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-UI-SPEC-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-OUT-SPEC-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-GOV-GLO-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-GOV-STD-002,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-004,depends_on,UDQ-UI-MOD-001,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md
UDQ-UI-SPEC-005,depends_on,UDQ-REM-SPEC-001,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md
UDQ-UI-SPEC-005,depends_on,UDQ-SEC-SPEC-001,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md
UDQ-UI-SPEC-005,depends_on,UDQ-UI-SPEC-001,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md
UDQ-UI-SPEC-005,depends_on,UDQ-UI-SPEC-002,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md
