document_id,revision,title,status,document_class,filename,path,location_class,is_active_revision,depends_on
UDQ-REQ-MAT-001,r5,Requirements Traceability Matrix,WIP,requirement-matrix,UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r5__WIP.md,docs/archive/UDQ-REQ-MAT-001__Requirements_Traceability_Matrix__r5__WIP.md,archive,False,UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-QUAL-DEF-001; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-LOG-SPEC-001; UDQ-SIG-SPEC-001; UDQ-OUT-SPEC-001; UDQ-PROT-SPEC-001; UDQ-SEQ-SPEC-001; UDQ-HIS-SPEC-001; UDQ-REM-SPEC-001; UDQ-EVT-SPEC-001; UDQ-DIAG-SPEC-001; UDQ-PROF-SPEC-001; UDQ-DEV-SPEC-001; UDQ-EXP-SPEC-001; UDQ-SEC-SPEC-001; UDQ-UI-SPEC-000; UDQ-UI-SPEC-001; UDQ-UI-SPEC-002; UDQ-UI-SPEC-003; UDQ-UI-SPEC-004; UDQ-UI-SPEC-005; UDQ-QUAL-SPEC-002; UDQ-AUD-SPEC-001; UDQ-AUD-SPEC-002; UDQ-SCM-STD-001; UDQ-REL-SPEC-001; UDQ-GOV-STD-002; UDQ-GOV-REG-001; UDQ-GOV-REG-002; UDQ-GOV-SOP-001; UDQ-IMP-PLAN-001; UDQ-IMP-MAP-001
UDQ-SCM-STD-001,r0,Code and Package Version Control Scheme,WIP,,UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md,docs/active/UDQ-SCM-STD-001__Code_and_Package_Version_Control_Scheme__r0__WIP.md,active,True,UDQ-GOV-STD-001; UDQ-GOV-SPEC-002; UDQ-QUAL-SPEC-002; UDQ-AUD-SPEC-001
UDQ-SEC-SPEC-001,r1,"Roles, Permissions, and Command Authorization Specification",WIP,subsystem_spec,UDQ-SEC-SPEC-001__Roles_Permissions_and_Command_Authorization_Specification__r1__WIP.md,docs/active/UDQ_SEC_SPEC_001_auth.md,active,True,UDQ-GOV-STD-001; UDQ-HIS-SPEC-001; UDQ-OUT-SPEC-001; UDQ-REM-SPEC-001; UDQ-UI-MOD-001; UDQ-GOV-GLO-001; UDQ-GOV-STD-002
UDQ-SEC-SPEC-001,r0,"Roles, Permissions, and Command Authorization Specification",WIP,,UDQ-SEC-SPEC-001__Roles_Permissions_and_Command_Authorization_Specification__r0__WIP.md,docs/archive/UDQ-SEC-SPEC-001__Roles_Permissions_and_Command_Authorization_Specification__r0__WIP.md,archive,False,UDQ-GOV-STD-001; UDQ-HIS-SPEC-001; UDQ-OUT-SPEC-001; UDQ-REM-SPEC-001; UDQ-UI-MOD-001
UDQ-SEQ-SPEC-001,r2,Sequences and Workflows Specification,WIP,subsystem_spec,UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md,docs/active/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r2__WIP.md,active,True,UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-LOG-SPEC-001; UDQ-SIG-SPEC-001; UDQ-OUT-SPEC-001; UDQ-PROT-SPEC-001; UDQ-GOV-GLO-001; UDQ-GOV-STD-002
UDQ-SEQ-SPEC-001,r1,Sequences and Workflows Specification,WIP,subsystem_spec,UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r1__WIP.md,docs/archive/UDQ-SEQ-SPEC-001__Sequences_and_Workflows_Specification__r1__WIP.md,archive,False,UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-LOG-SPEC-001; UDQ-SIG-SPEC-001; UDQ-OUT-SPEC-001; UDQ-PROT-SPEC-001
UDQ-SIG-SPEC-001,r2,Signals and Derived Signals Specification,WIP,subsystem_spec,UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md,docs/active/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r2__WIP.md,active,True,UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-LOG-SPEC-001; UDQ-GOV-GLO-001; UDQ-GOV-STD-002
UDQ-SIG-SPEC-001,r1,Signals and Derived Signals Specification,WIP,subsystem_spec,UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r1__WIP.md,docs/archive/UDQ-SIG-SPEC-001__Signals_and_Derived_Signals_Specification__r1__WIP.md,archive,False,UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-LOG-SPEC-001
UDQ-UI-ARCH-001,r1,UI Functional Architecture,WIP,ui_architecture,UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md,docs/active/UDQ-UI-ARCH-001__UI_Functional_Architecture__r1__WIP.md,active,True,UDQ-UI-NAR-001; UDQ-UI-INV-001; UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001
UDQ-UI-INV-001,r2,Controlled Document Header,WIP,inventory_map,UDQ-UI-INV-001__Genesys_Feature_Inventory_and_Preservation_Map__r2__WIP.md,docs/active/UDQ-UI-INV-001__Genesys_Feature_Inventory_and_Preservation_Map__r2__WIP.md,active,True,
UDQ-UI-MOD-001,r2,UI State and Interaction Model,WIP,ui_state_model,UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md,docs/active/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r2__WIP.md,active,True,UDQ-GOV-STD-001; UDQ-GOV-LOG-001; UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001; UDQ-UI-INV-001; UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-GOV-GLO-001; UDQ-GOV-STD-002; UDQ-PROF-SPEC-001
UDQ-UI-MOD-001,r1,UI State and Interaction Model,WIP,ui_state_model,UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r1__WIP.md,docs/archive/UDQ-UI-MOD-001__UI_State_and_Interaction_Model__r1__WIP.md,archive,False,UDQ-GOV-STD-001; UDQ-GOV-LOG-001; UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001; UDQ-UI-INV-001; UDQ-UI-NAR-001; UDQ-UI-ARCH-001
UDQ-UI-NAR-001,r1,UI Controls Philosophy and HMI Doctrine,WIP,ui_doctrine,UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md,docs/active/UDQ-UI-NAR-001__UI_Controls_Philosophy_and_HMI_Doctrine__r1__WIP.md,active,True,UDQ-GOV-STD-001; UDQ-GOV-LOG-001; UDQ-ARCH-NAR-001; UDQ-ARCH-NAR-002; UDQ-REQ-MAT-001; UDQ-QUAL-DEF-001; UDQ-UI-INV-001; UDQ-UI-ARCH-001
UDQ-UI-SPEC-000,r0,UI Navigation and Shell Behavior Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md,docs/active/UDQ-UI-SPEC-000__UI_Navigation_and_Shell_Behavior_Specification__r0__WIP.md,active,True,UDQ-UI-NAR-001; UDQ-UI-ARCH-001; UDQ-UI-MOD-001; UDQ-PROF-SPEC-001
UDQ-UI-SPEC-001,r0,Workspace Page Specifications,WIP,ui-detail-spec,UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md,docs/active/UDQ-UI-SPEC-001__Workspace_Page_Specifications__r0__WIP.md,active,True,UDQ-UI-ARCH-001; UDQ-UI-SPEC-000; UDQ-DEV-SPEC-001; UDQ-SIG-SPEC-001; UDQ-OUT-SPEC-001; UDQ-LOG-SPEC-001; UDQ-SEQ-SPEC-001; UDQ-DIAG-SPEC-001; UDQ-HIS-SPEC-001
UDQ-UI-SPEC-002,r0,Widget Status and Visual Language Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md,docs/active/UDQ-UI-SPEC-002__Widget_Status_and_Visual_Language_Specification__r0__WIP.md,active,True,UDQ-UI-NAR-001; UDQ-UI-MOD-001; UDQ-EVT-SPEC-001; UDQ-DIAG-SPEC-001; UDQ-SEC-SPEC-001
UDQ-UI-SPEC-003,r0,Rules Editor Visual and DSL Roundtrip Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md,docs/active/UDQ-UI-SPEC-003__Rules_Editor_Visual_and_DSL_Roundtrip_Specification__r0__WIP.md,active,True,UDQ-LOG-SPEC-001; UDQ-SIG-SPEC-001; UDQ-OUT-SPEC-001; UDQ-UI-SPEC-001
UDQ-UI-SPEC-004,r1,Graphing History Review and Live Trace Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md,docs/active/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r1__WIP.md,active,True,UDQ-HIS-SPEC-001; UDQ-EVT-SPEC-001; UDQ-UI-SPEC-001; UDQ-OUT-SPEC-001; UDQ-GOV-GLO-001; UDQ-GOV-STD-002; UDQ-UI-MOD-001
UDQ-UI-SPEC-004,r0,Graphing History Review and Live Trace Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r0__WIP.md,docs/archive/UDQ-UI-SPEC-004__Graphing_History_Review_and_Live_Trace_Specification__r0__WIP.md,archive,False,UDQ-HIS-SPEC-001; UDQ-EVT-SPEC-001; UDQ-UI-SPEC-001; UDQ-OUT-SPEC-001
UDQ-UI-SPEC-005,r0,Remote UI Surface Specification,WIP,ui-detail-spec,UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md,docs/active/UDQ-UI-SPEC-005__Remote_UI_Surface_Specification__r0__WIP.md,active,True,UDQ-REM-SPEC-001; UDQ-SEC-SPEC-001; UDQ-UI-SPEC-001; UDQ-UI-SPEC-002
